year,month,state,final co2 (kg),generation (mwh),index (g/kwh),datetime,quarter
2015,8,CA,5287349966.64,24004059.72,220.268989009,2015-08-01,3
2015,9,CA,5166380147.9,21749275.34,237.542633818,2015-09-01,3
2015,10,CA,4977849237.46,19563507.49,254.445642736,2015-10-01,4
2015,11,CA,3561497817.66,16194650.67,219.918162499,2015-11-01,4
2015,12,CA,3808374914.51,17212372.33,221.25799056,2015-12-01,4
2016,1,CA,3587213510.99,16537545.8,216.913292599,2016-01-01,1
2016,2,CA,2755517445.99,15905913.59,173.238552466,2016-02-01,1
2016,3,CA,2258833304.39,17240861.12,131.016269354,2016-03-01,1
2016,4,CA,2349989825.84,17795816.12,132.052939297,2016-04-01,2
2016,5,CA,2535093695.73,19464489.74,130.241980632,2016-05-01,2
2016,6,CA,3763900573.41,23071091.02,163.143588231,2016-06-01,2
2016,7,CA,4305779453.62,25669224.98,167.74092155,2016-07-01,3
2016,8,CA,4668579985.46,25419731.51,183.659689074,2016-08-01,3
2016,9,CA,3787629977.17,21659647.24,174.870344618,2016-09-01,3
2016,10,CA,3685371203.4,19971626.9,184.530345066,2016-10-01,4
2016,11,CA,2885206160.01,16955503.34,170.163403713,2016-11-01,4
2016,12,CA,3151044711.51,17600629.76,179.030225309,2016-12-01,4
2017,1,CA,3081171174.2,19646537.97,156.830235378,2017-01-01,1
2017,2,CA,2272008289.2,17066499.37,133.126790676,2017-02-01,1
2017,3,CA,2010691037.21,20089945.73,100.084443444,2017-03-01,1
2017,4,CA,1717268169.89,19748879.54,86.95522024,2017-04-01,2
2017,5,CA,2129769133.8,21884616.38,97.318093076,2017-05-01,2
2017,6,CA,2951573266.56,23588182.54,125.129321072,2017-06-01,2
2001,1,CO,3882751388.24,4163453.0,932.579613182,2001-01-01,1
2001,2,CO,3436034246.62,3777266.0,909.661709454,2001-02-01,1
2001,3,CO,3520427521.81,3841540.0,916.410481684,2001-03-01,1
2001,4,CO,3354653930.63,3692812.0,908.428030085,2001-04-01,2
2001,5,CO,3814741238.61,3975396.0,959.587733803,2001-05-01,2
2001,6,CO,3669330378.71,3907473.0,939.054570231,2001-06-01,2
2001,7,CO,3918979141.01,4254903.0,921.050172239,2001-07-01,3
2001,8,CO,3891916504.39,4258974.0,913.815511526,2001-08-01,3
2001,9,CO,3345757744.96,3664530.0,913.011421644,2001-09-01,3
2001,10,CO,3166897092.48,3637309.0,870.67034791,2001-10-01,4
2001,11,CO,3395198380.31,3689135.0,920.323701982,2001-11-01,4
2001,12,CO,3702171030.09,4013212.0,922.495754046,2001-12-01,4
2002,1,CO,3702704791.07,3999204.0,925.860443996,2002-01-01,1
2002,2,CO,3112712051.09,3341686.0,931.479513962,2002-02-01,1
2002,3,CO,3098261254.45,3471009.0,892.61112675,2002-03-01,1
2002,4,CO,3165560079.88,3505988.0,902.901002479,2002-04-01,2
2002,5,CO,3516706004.38,3863843.0,910.157582588,2002-05-01,2
2002,6,CO,3635170282.21,3988462.0,911.42156606,2002-06-01,2
2002,7,CO,3929407883.85,4313567.0,910.941660081,2002-07-01,3
2002,8,CO,3772343898.73,4113886.0,916.978229034,2002-08-01,3
2002,9,CO,3337914299.89,3608802.0,924.936945804,2002-09-01,3
2002,10,CO,3552685047.92,3789585.0,937.486571199,2002-10-01,4
2002,11,CO,3439068561.96,3646301.0,943.166393,2002-11-01,4
2002,12,CO,3725751440.97,3958055.0,941.308658158,2002-12-01,4
2003,1,CO,3653054087.78,4020977.0,908.499125408,2003-01-01,1
2003,2,CO,3259533067.1,3560219.0,915.542854837,2003-02-01,1
2003,3,CO,3399657786.0,3649616.0,931.511092127,2003-03-01,1
2003,4,CO,3259925671.32,3422346.0,952.541230876,2003-04-01,2
2003,5,CO,3425696576.73,3704431.0,924.756481287,2003-05-01,2
2003,6,CO,3486526422.01,3680869.0,947.201984644,2003-06-01,2
2003,7,CO,4137848132.65,4562539.0,906.917865831,2003-07-01,3
2003,8,CO,4075117313.94,4615909.0,882.841779147,2003-08-01,3
2003,9,CO,3376774454.04,3723495.0,906.883037051,2003-09-01,3
2003,10,CO,3463210091.03,3653867.0,947.820512084,2003-10-01,4
2003,11,CO,3557648778.61,3839640.0,926.5579009,2003-11-01,4
2003,12,CO,3846190423.31,4182881.0,919.507493354,2003-12-01,4
2004,1,CO,3756558293.14,4156909.4,903.69020146,2004-01-01,1
2004,2,CO,3483593136.17,3797793.27,917.267710091,2004-02-01,1
2004,3,CO,3420574578.41,3711710.12,921.562963655,2004-03-01,1
2004,4,CO,3100566056.48,3484488.98,889.819446777,2004-04-01,2
2004,5,CO,3432900471.63,3805778.48,902.023197008,2004-05-01,2
2004,6,CO,3499157325.0,3819410.58,916.151131623,2004-06-01,2
2004,7,CO,3900314566.85,4559721.68,855.384350312,2004-07-01,3
2004,8,CO,3928077101.14,4396167.36,893.523103074,2004-08-01,3
2004,9,CO,3413658824.3,3894149.19,876.612234854,2004-09-01,3
2004,10,CO,3379427496.28,3895008.08,867.63041998,2004-10-01,4
2004,11,CO,3434845427.99,3946755.62,870.295949053,2004-11-01,4
2004,12,CO,3913188748.05,4401599.65,889.037863325,2004-12-01,4
2005,1,CO,3788774722.55,4361764.1,868.633570199,2005-01-01,1
2005,2,CO,3355545823.58,3895044.58,861.490993147,2005-02-01,1
2005,3,CO,3747447409.21,4182679.21,895.94425512,2005-03-01,1
2005,4,CO,3368482187.29,3828864.95,879.75998926,2005-04-01,2
2005,5,CO,3614962544.35,4143846.6,872.368814124,2005-05-01,2
2005,6,CO,3553046060.86,4055142.62,876.182761942,2005-06-01,2
2005,7,CO,3962925397.06,4720152.84,839.575651762,2005-07-01,3
2005,8,CO,3916457469.1,4491592.11,871.953056553,2005-08-01,3
2005,9,CO,3434427406.0,4003162.08,857.928641751,2005-09-01,3
2005,10,CO,3136174868.66,3640103.63,861.561973899,2005-10-01,4
2005,11,CO,3385339453.25,3873566.96,873.959192704,2005-11-01,4
2005,12,CO,3829751440.31,4420774.65,866.307772624,2005-12-01,4
2006,1,CO,3574378634.42,4303375.08,830.5989062,2006-01-01,1
2006,2,CO,3040968775.59,3621848.73,839.617831192,2006-02-01,1
2006,3,CO,3567031829.81,4169163.25,855.574995728,2006-03-01,1
2006,4,CO,3322106080.02,3779926.63,878.881101463,2006-04-01,2
2006,5,CO,3646503427.41,4098149.26,889.792732296,2006-05-01,2
2006,6,CO,3829769123.47,4482717.75,854.340901449,2006-06-01,2
2006,7,CO,4118164795.36,4825315.0,853.449939612,2006-07-01,3
2006,8,CO,3898516160.86,4604934.97,846.595269261,2006-08-01,3
2006,9,CO,3552673222.81,3986555.83,891.163544249,2006-09-01,3
2006,10,CO,3446261339.03,4097479.5,841.068598153,2006-10-01,4
2006,11,CO,3648832551.41,4136053.6,882.201466492,2006-11-01,4
2006,12,CO,3881023872.9,4592833.27,845.017366132,2006-12-01,4
2007,1,CO,3959625618.58,4765760.64,830.848613199,2007-01-01,1
2007,2,CO,3477755068.9,4116943.47,844.742001983,2007-02-01,1
2007,3,CO,3433164799.54,4044186.77,848.913513344,2007-03-01,1
2007,4,CO,3332440909.5,3981358.69,837.010972629,2007-04-01,2
2007,5,CO,3572906349.11,4237085.04,843.246315658,2007-05-01,2
2007,6,CO,3824313982.37,4582313.75,834.581434406,2007-06-01,2
2007,7,CO,4236148467.43,4982231.85,850.251171558,2007-07-01,3
2007,8,CO,4155037208.56,4930817.79,842.666954148,2007-08-01,3
2007,9,CO,3440248282.84,4511554.73,762.541626717,2007-09-01,3
2007,10,CO,3488634011.29,4537304.3,768.878122476,2007-10-01,4
2007,11,CO,3486958991.11,4444030.71,784.638815224,2007-11-01,4
2007,12,CO,3831705609.54,4773904.46,802.63558721,2007-12-01,4
2008,1,CO,3874082194.36,4824467.31,803.007243169,2008-01-01,1
2008,2,CO,3615158958.06,4526127.0,798.731223861,2008-02-01,1
2008,3,CO,3430981294.11,4418109.43,776.572275647,2008-03-01,1
2008,4,CO,2972582672.68,3874754.67,767.166679143,2008-04-01,2
2008,5,CO,3297260970.29,4120411.0,800.226232356,2008-05-01,2
2008,6,CO,3557601291.04,4355058.77,816.889387473,2008-06-01,2
2008,7,CO,4073986966.94,5059856.67,805.15857121,2008-07-01,3
2008,8,CO,4039616684.6,4890579.78,825.999547358,2008-08-01,3
2008,9,CO,3332101579.02,4218517.89,789.874943264,2008-09-01,3
2008,10,CO,3223245621.66,4248577.06,758.664742603,2008-10-01,4
2008,11,CO,3253611207.11,4100058.64,793.552359317,2008-11-01,4
2008,12,CO,3763686022.82,4805075.39,783.273043053,2008-12-01,4
2009,1,CO,3497610969.24,4636299.45,754.397123603,2009-01-01,1
2009,2,CO,2899981129.4,3914033.49,740.918833936,2009-02-01,1
2009,3,CO,3130936241.95,4265059.67,734.089669126,2009-03-01,1
2009,4,CO,2693454798.36,3757252.89,716.868115407,2009-04-01,2
2009,5,CO,2950475842.26,3802068.05,776.018683374,2009-05-01,2
2009,6,CO,3161415253.04,3970044.0,796.317434527,2009-06-01,2
2009,7,CO,3714348715.0,4650327.27,798.728454869,2009-07-01,3
2009,8,CO,3851902622.03,4614387.58,834.759229746,2009-08-01,3
2009,9,CO,3360147334.58,4193134.74,801.344946665,2009-09-01,3
2009,10,CO,3416236332.7,4019828.21,849.8463502,2009-10-01,4
2009,11,CO,3298594643.44,3936172.77,838.020797406,2009-11-01,4
2009,12,CO,3725505506.13,4807343.49,774.961371885,2009-12-01,4
2010,1,CO,3693255968.63,4550784.45,811.564689387,2010-01-01,1
2010,2,CO,3339143475.51,4147778.26,805.043873177,2010-02-01,1
2010,3,CO,3158949399.91,4044726.05,781.004537974,2010-03-01,1
2010,4,CO,2977888552.85,3788976.38,785.934842078,2010-04-01,2
2010,5,CO,3246657403.78,3522056.49,921.807305759,2010-05-01,2
2010,6,CO,3448694041.29,4140387.52,832.939917973,2010-06-01,2
2010,7,CO,3984333667.13,4934485.25,807.446666727,2010-07-01,3
2010,8,CO,4027208986.04,4903107.5,821.358492761,2010-08-01,3
2010,9,CO,3419789747.6,4307491.56,793.916761057,2010-09-01,3
2010,10,CO,3129491642.67,3792527.68,825.173052572,2010-10-01,4
2010,11,CO,3350197669.34,4079485.12,821.230515811,2010-11-01,4
2010,12,CO,3710864112.38,4508985.61,822.993114936,2010-12-01,4
2011,1,CO,3789186625.49,4743255.49,798.857795765,2011-01-01,1
2011,2,CO,3370736921.82,4313437.58,781.450260796,2011-02-01,1
2011,3,CO,3255955662.29,4179280.95,779.070778261,2011-03-01,1
2011,4,CO,2614149203.9,3655619.44,715.104306343,2011-04-01,2
2011,5,CO,2786675988.49,3878282.36,718.533549086,2011-05-01,2
2011,6,CO,3036679592.31,4053992.47,749.059011525,2011-06-01,2
2011,7,CO,3820594917.77,4912431.37,777.740110752,2011-07-01,3
2011,8,CO,4131884346.46,5002314.83,825.99446194,2011-08-01,3
2011,9,CO,3246372623.67,4017835.41,807.990445699,2011-09-01,3
2011,10,CO,3133535669.66,4172083.29,751.072174703,2011-10-01,4
2011,11,CO,3113859007.09,4043351.9,770.118229653,2011-11-01,4
2011,12,CO,3407576313.5,4460669.3,763.915924791,2011-12-01,4
2012,1,CO,3290485151.26,4418708.28,744.671280102,2012-01-01,1
2012,2,CO,3144725241.24,4166119.98,754.833095624,2012-02-01,1
2012,3,CO,3048280462.18,4139995.41,736.300444878,2012-03-01,1
2012,4,CO,2776787466.37,3786538.49,733.331372097,2012-04-01,2
2012,5,CO,2939814057.24,4066627.64,722.912033627,2012-05-01,2
2012,6,CO,3511309772.84,4669230.89,752.010310811,2012-06-01,2
2012,7,CO,4065153355.56,5270314.56,771.330308519,2012-07-01,3
2012,8,CO,3765934192.2,5013205.42,751.202848616,2012-08-01,3
2012,9,CO,3227462329.57,4217936.04,765.175739737,2012-09-01,3
2012,10,CO,3310921729.54,4192460.67,789.732329091,2012-10-01,4
2012,11,CO,3159787143.88,3977341.93,794.446944591,2012-11-01,4
2012,12,CO,3527505123.33,4638221.83,760.529628082,2012-12-01,4
2013,1,CO,3570549205.84,4749329.07,751.80076032,2013-01-01,1
2013,2,CO,3063577135.52,4208402.58,727.966746832,2013-02-01,1
2013,3,CO,3048387987.96,4342934.53,701.918936816,2013-03-01,1
2013,4,CO,3008666998.01,3964134.94,758.971892618,2013-04-01,2
2013,5,CO,3097231998.18,4209331.97,735.801314854,2013-05-01,2
2013,6,CO,3329203965.97,4568736.26,728.69252601,2013-06-01,2
2013,7,CO,3778152775.56,5014320.92,753.472471315,2013-07-01,3
2013,8,CO,3910714063.61,4878620.59,801.602418443,2013-08-01,3
2013,9,CO,3028816350.23,4144136.31,730.867935719,2013-09-01,3
2013,10,CO,2918385007.73,3910092.26,746.372416219,2013-10-01,4
2013,11,CO,3105214836.34,4092501.45,758.757174378,2013-11-01,4
2013,12,CO,3531124807.03,4854895.1,727.332874201,2013-12-01,4
2014,1,CO,3536433911.44,5007636.99,706.208121415,2014-01-01,1
2014,2,CO,3315497370.86,4548474.25,728.925171086,2014-02-01,1
2014,3,CO,2860115600.6,4445371.97,643.391738622,2014-03-01,1
2014,4,CO,2760726059.81,4158737.58,663.837524417,2014-04-01,2
2014,5,CO,2964825633.88,4431785.08,668.991293657,2014-05-01,2
2014,6,CO,3155101761.79,4519135.34,698.164919706,2014-06-01,2
2014,7,CO,3934823595.07,5233646.18,751.832175837,2014-07-01,3
2014,8,CO,3775757226.85,4833086.6,781.231030879,2014-08-01,3
2014,9,CO,3185282958.05,4462103.52,713.852321842,2014-09-01,3
2014,10,CO,2942185453.14,4245066.79,693.083430412,2014-10-01,4
2014,11,CO,2881914647.21,4306535.23,669.195651097,2014-11-01,4
2014,12,CO,3311013867.24,4615466.35,717.373633812,2014-12-01,4
2015,1,CO,3393347276.43,4738134.4,716.177927842,2015-01-01,1
2015,2,CO,3076316164.62,4160347.98,739.437224821,2015-02-01,1
2015,3,CO,3113439555.52,4334404.81,718.308439566,2015-03-01,1
2015,4,CO,2645275085.17,3816868.82,693.04846719,2015-04-01,2
2015,5,CO,2900578478.71,3986213.12,727.652634566,2015-05-01,2
2015,6,CO,3439884742.23,4622127.55,744.22107677,2015-06-01,2
2015,7,CO,3686650360.47,4907201.86,751.273427433,2015-07-01,3
2015,8,CO,3713428466.73,5000019.25,742.682834018,2015-08-01,3
2015,9,CO,3227384822.7,4520280.06,713.978952601,2015-09-01,3
2015,10,CO,2670123293.28,4051739.5,659.006654619,2015-10-01,4
2015,11,CO,2862539278.77,4214129.57,679.271776348,2015-11-01,4
2015,12,CO,3493752463.58,5074504.3,688.491379065,2015-12-01,4
2016,1,CO,3311578123.49,4814653.44,687.812355501,2016-01-01,1
2016,2,CO,2621166462.48,4304488.53,608.937959578,2016-02-01,1
2016,3,CO,2558701706.92,4404910.82,580.874803481,2016-03-01,1
2016,4,CO,2467923437.23,4339617.52,568.696071914,2016-04-01,2
2016,5,CO,2648084167.03,4285596.75,617.903251636,2016-05-01,2
2016,6,CO,3303280612.37,4940589.66,668.600478828,2016-06-01,2
2016,7,CO,3738725049.11,5514579.65,677.970994419,2016-07-01,3
2016,8,CO,3587473972.96,5134641.24,698.680551431,2016-08-01,3
2016,9,CO,2895541474.73,4405651.83,657.233387127,2016-09-01,3
2016,10,CO,2757873733.86,4240129.68,650.422025266,2016-10-01,4
2016,11,CO,2906700373.85,4442247.48,654.331031069,2016-11-01,4
2016,12,CO,3433767079.58,5028639.22,682.842202304,2016-12-01,4
2017,1,CO,3389042992.03,5042730.81,672.065021855,2017-01-01,1
2017,2,CO,2810833501.21,4285447.1,655.902041403,2017-02-01,1
2017,3,CO,2846118261.67,4531823.68,628.02934594,2017-03-01,1
2017,4,CO,2333075705.66,4193888.85,556.303657323,2017-04-01,2
2017,5,CO,2715357949.21,4475806.87,606.674512121,2017-05-01,2
2017,6,CO,3203681535.73,4998638.92,640.910773314,2017-06-01,2
2001,1,CT,1261291718.43,2930434.0,430.41123548,2001-01-01,1
2001,2,CT,949352248.735,1852626.0,512.435995573,2001-02-01,1
2001,3,CT,1305783894.67,2386253.0,547.211001798,2001-03-01,1
2001,4,CT,675970499.008,2280079.0,296.468016682,2001-04-01,2
2001,5,CT,783623913.208,2356271.0,332.569519044,2001-05-01,2
2001,6,CT,898369051.013,2660789.0,337.632578537,2001-06-01,2
2001,7,CT,828684766.337,2589210.0,320.053130622,2001-07-01,3
2001,8,CT,1216125155.08,3063574.0,396.962879005,2001-08-01,3
2001,9,CT,821161811.353,2701134.0,304.00632155,2001-09-01,3
2001,10,CT,701201541.099,2605908.0,269.081464541,2001-10-01,4
2001,11,CT,645068704.526,2226920.0,289.668557706,2001-11-01,4
2001,12,CT,937704602.027,2837447.0,330.474754956,2001-12-01,4
2002,1,CT,856926213.539,2831592.0,302.630539124,2002-01-01,1
2002,2,CT,752953630.503,2197595.0,342.626202964,2002-02-01,1
2002,3,CT,857174193.382,2240963.0,382.502608647,2002-03-01,1
2002,4,CT,692204919.506,2270753.0,304.834968623,2002-04-01,2
2002,5,CT,751317863.673,2864657.0,262.271491377,2002-05-01,2
2002,6,CT,789574446.684,2738361.0,288.338333289,2002-06-01,2
2002,7,CT,1158614821.15,3286289.0,352.560234705,2002-07-01,3
2002,8,CT,1114983139.42,3062288.0,364.101331887,2002-08-01,3
2002,9,CT,863609357.13,2213957.0,390.075036295,2002-09-01,3
2002,10,CT,682338138.253,2493072.0,273.693715325,2002-10-01,4
2002,11,CT,722440643.44,2624390.0,275.279452917,2002-11-01,4
2002,12,CT,789385505.756,2487302.0,317.366168546,2002-12-01,4
2003,1,CT,967080393.071,2741799.0,352.717465092,2003-01-01,1
2003,2,CT,878092765.317,2535483.0,346.321693073,2003-02-01,1
2003,3,CT,882522292.92,2329660.0,378.820211069,2003-03-01,1
2003,4,CT,682269551.617,2456711.0,277.71665109,2003-04-01,2
2003,5,CT,651973392.464,2430490.0,268.247716495,2003-05-01,2
2003,6,CT,731776404.581,2420486.0,302.32622894,2003-06-01,2
2003,7,CT,847895531.116,2665352.0,318.117656173,2003-07-01,3
2003,8,CT,975965919.031,2801570.0,348.363924168,2003-08-01,3
2003,9,CT,727083388.43,2507008.0,290.02037027,2003-09-01,3
2003,10,CT,744013486.446,2102300.01,353.904525,2003-10-01,4
2003,11,CT,649678740.146,1854708.0,350.286266165,2003-11-01,4
2003,12,CT,903126838.298,2699487.0,334.554987039,2003-12-01,4
2004,1,CT,1215953063.95,3329600.98,365.194830028,2004-01-01,1
2004,2,CT,720154125.979,2514600.18,286.389117326,2004-02-01,1
2004,3,CT,763439732.86,2519364.13,303.028737993,2004-03-01,1
2004,4,CT,747667794.696,1801730.35,414.972082086,2004-04-01,2
2004,5,CT,826528433.851,2578410.83,320.557307716,2004-05-01,2
2004,6,CT,882673295.925,2888998.13,305.52920293,2004-06-01,2
2004,7,CT,965966155.75,3064153.67,315.247294941,2004-07-01,3
2004,8,CT,1024065162.86,3223513.83,317.68598395,2004-08-01,3
2004,9,CT,808767651.697,2830196.06,285.763825032,2004-09-01,3
2004,10,CT,616399977.019,2560579.7,240.726729584,2004-10-01,4
2004,11,CT,690605397.151,2515485.63,274.541579135,2004-11-01,4
2004,12,CT,858382022.105,2806774.23,305.825104467,2004-12-01,4
2005,1,CT,1120883686.17,3121500.29,359.084921364,2005-01-01,1
2005,2,CT,762686417.942,2634460.98,289.503782266,2005-02-01,1
2005,3,CT,901925697.628,2921034.6,308.769261969,2005-03-01,1
2005,4,CT,913281039.389,2122218.05,430.342697061,2005-04-01,2
2005,5,CT,869654309.068,2623651.87,331.467112315,2005-05-01,2
2005,6,CT,971175736.216,3053760.01,318.02621458,2005-06-01,2
2005,7,CT,1140404912.36,3377256.19,337.672017815,2005-07-01,3
2005,8,CT,1233184092.29,3441863.69,358.289637056,2005-08-01,3
2005,9,CT,848381700.467,2717119.67,312.2356773,2005-09-01,3
2005,10,CT,913091264.307,2165628.08,421.628844186,2005-10-01,4
2005,11,CT,665666243.825,2561389.63,259.884804728,2005-11-01,4
2005,12,CT,951370598.481,2809863.73,338.582468724,2005-12-01,4
2006,1,CT,752321426.642,2780454.95,270.574938336,2006-01-01,1
2006,2,CT,753694965.39,2598382.93,290.063083731,2006-02-01,1
2006,3,CT,870561428.896,3039683.51,286.398707639,2006-03-01,1
2006,4,CT,704553049.664,2577495.05,273.347973904,2006-04-01,2
2006,5,CT,837071361.2,2977798.79,281.104070567,2006-05-01,2
2006,6,CT,985010592.132,3159290.9,311.782176226,2006-06-01,2
2006,7,CT,1160654307.2,3465296.97,334.936462084,2006-07-01,3
2006,8,CT,1062787565.6,3282856.89,323.738621943,2006-08-01,3
2006,9,CT,887753214.999,2919796.62,304.046250659,2006-09-01,3
2006,10,CT,878841725.664,2461278.8,357.067117168,2006-10-01,4
2006,11,CT,886991525.132,2490856.34,356.099029433,2006-11-01,4
2006,12,CT,873373955.953,2928544.44,298.228001605,2006-12-01,4
2007,1,CT,964409859.316,2840897.31,339.473678236,2007-01-01,1
2007,2,CT,882171785.059,2745766.65,321.284325112,2007-02-01,1
2007,3,CT,908345733.558,2930945.36,309.915614926,2007-03-01,1
2007,4,CT,764290753.23,2109803.29,362.256878095,2007-04-01,2
2007,5,CT,838529770.092,2444010.23,343.095851154,2007-05-01,2
2007,6,CT,830379649.228,2824993.92,293.940331464,2007-06-01,2
2007,7,CT,948137580.49,3164531.14,299.613920212,2007-07-01,3
2007,8,CT,1004833996.75,3249181.56,309.257570927,2007-08-01,3
2007,9,CT,855394670.368,2905142.82,294.441520905,2007-09-01,3
2007,10,CT,628612797.948,2686423.52,233.996163772,2007-10-01,4
2007,11,CT,491003095.47,2426890.46,202.317782184,2007-11-01,4
2007,12,CT,827799757.069,2842622.98,291.209830812,2007-12-01,4
2008,1,CT,782485774.065,2817054.81,277.767323265,2008-01-01,1
2008,2,CT,699286942.241,2534919.87,275.861557013,2008-02-01,1
2008,3,CT,677710325.775,2511928.3,269.796843236,2008-03-01,1
2008,4,CT,617437994.636,1998549.28,308.943092279,2008-04-01,2
2008,5,CT,732204767.537,2296755.07,318.799673984,2008-05-01,2
2008,6,CT,797730867.886,2656538.34,300.28961219,2008-06-01,2
2008,7,CT,960633817.735,3114188.4,308.470039171,2008-07-01,3
2008,8,CT,807122722.641,2822729.23,285.936998159,2008-08-01,3
2008,9,CT,733489047.864,2615870.72,280.399578716,2008-09-01,3
2008,10,CT,830023802.022,2395076.87,346.554138791,2008-10-01,4
2008,11,CT,660465564.267,1871201.69,352.963321804,2008-11-01,4
2008,12,CT,751210146.911,2774660.11,270.739520204,2008-12-01,4
2009,1,CT,807796120.925,2893486.01,279.177475935,2009-01-01,1
2009,2,CT,669725441.893,2608844.46,256.713442354,2009-02-01,1
2009,3,CT,596999707.482,2744691.94,217.510642554,2009-03-01,1
2009,4,CT,439888035.939,2460779.51,178.759630496,2009-04-01,2
2009,5,CT,471457661.985,2554418.47,184.565554752,2009-05-01,2
2009,6,CT,470669638.331,2466361.04,190.835660594,2009-06-01,2
2009,7,CT,664600607.102,2506542.83,265.146319922,2009-07-01,3
2009,8,CT,818172756.646,3154847.87,259.338259834,2009-08-01,3
2009,9,CT,530837935.381,2610661.14,203.334675362,2009-09-01,3
2009,10,CT,702530896.629,2375581.3,295.730100515,2009-10-01,4
2009,11,CT,535296401.404,2192746.3,244.121447795,2009-11-01,4
2009,12,CT,800877152.308,2637261.2,303.677600197,2009-12-01,4
2010,1,CT,811741585.289,2862016.13,283.625789799,2010-01-01,1
2010,2,CT,607811255.278,2478240.03,245.259235554,2010-02-01,1
2010,3,CT,432960771.665,2446569.07,176.966502591,2010-03-01,1
2010,4,CT,448808720.979,1818381.88,246.817638207,2010-04-01,2
2010,5,CT,639066320.713,2165721.96,295.082347834,2010-05-01,2
2010,6,CT,825207032.254,3058455.73,269.811664808,2010-06-01,2
2010,7,CT,1113983337.25,3556165.91,313.254039727,2010-07-01,3
2010,8,CT,988567016.549,3200176.37,308.910166895,2010-08-01,3
2010,9,CT,773197363.509,3039638.83,254.371458832,2010-09-01,3
2010,10,CT,613110999.339,2855816.61,214.688505275,2010-10-01,4
2010,11,CT,678518280.597,2958846.37,229.318523421,2010-11-01,4
2010,12,CT,736865798.624,2909594.45,253.253782026,2010-12-01,4
2011,1,CT,756232010.333,3054606.01,247.571047741,2011-01-01,1
2011,2,CT,587132413.909,2700734.74,217.397290157,2011-02-01,1
2011,3,CT,481786081.66,2679036.19,179.835600377,2011-03-01,1
2011,4,CT,483662726.734,2094666.84,230.901982834,2011-04-01,2
2011,5,CT,549370254.182,2870219.24,191.403585665,2011-05-01,2
2011,6,CT,650931366.467,2872449.71,226.611927861,2011-06-01,2
2011,7,CT,875027602.767,3423579.43,255.58852092,2011-07-01,3
2011,8,CT,820715952.013,3329754.01,246.479454503,2011-08-01,3
2011,9,CT,738735054.906,2918434.48,253.127167997,2011-09-01,3
2011,10,CT,637286858.494,2416509.63,263.722043803,2011-10-01,4
2011,11,CT,622967170.115,2325013.61,267.941300401,2011-11-01,4
2011,12,CT,618528989.8,3060216.77,202.11933869,2011-12-01,4
2012,1,CT,651676000.266,2969901.24,219.426825205,2012-01-01,1
2012,2,CT,578409531.679,2748813.35,210.421537599,2012-02-01,1
2012,3,CT,623688788.925,2956705.5,210.94045008,2012-03-01,1
2012,4,CT,546828736.5,2756491.01,198.378566995,2012-04-01,2
2012,5,CT,581935695.728,2810944.34,207.024979985,2012-05-01,2
2012,6,CT,730912005.143,3085034.8,236.921802355,2012-06-01,2
2012,7,CT,920288884.417,3537373.38,260.16164695,2012-07-01,3
2012,8,CT,912784235.148,3279416.83,278.337363765,2012-08-01,3
2012,9,CT,746053081.683,3205879.9,232.713983354,2012-09-01,3
2012,10,CT,760067509.808,2762015.53,275.185820482,2012-10-01,4
2012,11,CT,782247353.113,2824286.58,276.971663801,2012-11-01,4
2012,12,CT,729948499.727,3180681.44,229.494375183,2012-12-01,4
2013,1,CT,815315557.633,3218935.62,253.287314157,2013-01-01,1
2013,2,CT,819911308.667,3028256.82,270.753558038,2013-02-01,1
2013,3,CT,630468132.781,3033004.99,207.869137987,2013-03-01,1
2013,4,CT,597831217.388,2408666.46,248.200083871,2013-04-01,2
2013,5,CT,670465352.63,2579415.25,259.929203966,2013-05-01,2
2013,6,CT,644943644.716,2945631.03,218.949229604,2013-06-01,2
2013,7,CT,900691924.943,3480606.37,258.774428705,2013-07-01,3
2013,8,CT,686561574.607,2996425.19,229.126886564,2013-08-01,3
2013,9,CT,650198801.545,2997351.83,216.924418094,2013-09-01,3
2013,10,CT,573040944.318,2894747.63,197.958861207,2013-10-01,4
2013,11,CT,630671547.101,2858388.12,220.638877796,2013-11-01,4
2013,12,CT,807570113.592,3169360.04,254.805419201,2013-12-01,4
2014,1,CT,852297195.488,3068357.21,277.769873961,2014-01-01,1
2014,2,CT,736701443.026,2773435.81,265.627724417,2014-02-01,1
2014,3,CT,788527021.146,3075729.99,256.370690441,2014-03-01,1
2014,4,CT,633868329.134,2461404.26,257.523048706,2014-04-01,2
2014,5,CT,571485334.301,2294161.03,249.104281185,2014-05-01,2
2014,6,CT,632091888.491,2925534.67,216.060296592,2014-06-01,2
2014,7,CT,822965096.81,3315978.29,248.18169024,2014-07-01,3
2014,8,CT,731757457.916,3288730.68,222.504525033,2014-08-01,3
2014,9,CT,568092984.219,2825921.29,201.029301923,2014-09-01,3
2014,10,CT,498271927.513,2143648.11,232.441101312,2014-10-01,4
2014,11,CT,707324871.1,2536613.63,278.84612096,2014-11-01,4
2014,12,CT,689674976.204,3231520.89,213.42117216,2014-12-01,4
2015,1,CT,927394833.776,3521690.3,263.337986812,2015-01-01,1
2015,2,CT,1007734619.99,3261279.64,308.999758142,2015-02-01,1
2015,3,CT,738753204.237,3125909.5,236.33224322,2015-03-01,1
