year,month,state,final co2 (kg),generation (mwh),index (g/kwh),datetime,quarter
2001,2,AZ,3572708483.05,6616639.0,539.958199782,2001-02-01,1
2001,3,AZ,3546569771.05,7325900.0,484.113866017,2001-03-01,1
2001,4,AZ,4236063051.17,7159997.0,591.629165651,2001-04-01,2
2001,5,AZ,4447334873.89,7965507.0,558.324143572,2001-05-01,2
2001,6,AZ,4076219764.02,8174259.0,498.665354746,2001-06-01,2
2001,7,AZ,4378595835.94,8443619.0,518.568618023,2001-07-01,3
2001,8,AZ,4364468733.75,8257966.0,528.51619076,2001-08-01,3
2001,9,AZ,3828049613.51,7456615.0,513.376326055,2001-09-01,3
2001,10,AZ,4159154587.28,6386127.0,651.279654677,2001-10-01,4
2001,11,AZ,3653404648.6,6814355.0,536.133595711,2001-11-01,4
2001,12,AZ,3740158089.91,7736363.0,483.451731765,2001-12-01,4
2002,1,AZ,3719313204.17,7638722.0,486.902547857,2002-01-01,1
2002,2,AZ,3216809168.45,6911775.0,465.409995037,2002-02-01,1
2002,3,AZ,3708151752.8,7346834.0,504.727853223,2002-03-01,1
2002,4,AZ,3635196274.65,6960495.0,522.261171748,2002-04-01,2
2002,5,AZ,3849410889.12,7870515.0,489.092631056,2002-05-01,2
2002,6,AZ,3890408227.1,8043142.0,483.692595145,2002-06-01,2
2002,7,AZ,4475112249.49,8906931.0,502.430326393,2002-07-01,3
2002,8,AZ,4492905412.45,8837457.0,508.39346799,2002-08-01,3
2002,9,AZ,4343721446.85,8185059.0,530.689082003,2002-09-01,3
2002,10,AZ,4011952410.38,7184421.0,558.423902271,2002-10-01,4
2002,11,AZ,4183606793.94,7797474.0,536.53359972,2002-11-01,4
2002,12,AZ,4374210531.6,8448838.0,517.729246507,2002-12-01,4
2003,1,AZ,3891073738.19,7712986.0,504.483443661,2003-01-01,1
2003,2,AZ,3391900162.34,6826508.0,496.871923733,2003-02-01,1
2003,3,AZ,3434323576.92,7203211.0,476.776756493,2003-03-01,1
2003,4,AZ,3432994544.66,6290091.0,545.778200134,2003-04-01,2
2003,5,AZ,3719096085.37,7363669.0,505.06019287,2003-05-01,2
2003,6,AZ,4163011566.5,7860177.0,529.633310611,2003-06-01,2
2003,7,AZ,5288836632.8,9948056.0,531.645241321,2003-07-01,3
2003,8,AZ,5274594998.4,9905323.0,532.501060127,2003-08-01,3
2003,9,AZ,4764728710.73,9159867.0,520.174442569,2003-09-01,3
2003,10,AZ,4441049151.16,7975217.0,556.856214841,2003-10-01,4
2003,11,AZ,4088891023.4,6916873.0,591.14733253,2003-11-01,4
2003,12,AZ,4288638984.24,7234242.0,592.824926819,2003-12-01,4
2004,1,AZ,4475111460.36,8746792.53,511.628856523,2004-01-01,1
2004,2,AZ,3852287675.85,7765217.99,496.095239157,2004-02-01,1
2004,3,AZ,4112122720.42,8337058.38,493.23424798,2004-03-01,1
2004,4,AZ,4112888256.06,7874960.2,522.274164136,2004-04-01,2
2004,5,AZ,4481403831.48,8950590.13,500.682498739,2004-05-01,2
2004,6,AZ,4922303924.44,9196030.35,535.263992951,2004-06-01,2
2004,7,AZ,5258045503.62,10722922.17,490.355653083,2004-07-01,3
2004,8,AZ,5172359380.88,10539042.02,490.780791182,2004-08-01,3
2004,9,AZ,4708489708.02,9405419.22,500.614549749,2004-09-01,3
2004,10,AZ,4326974467.98,7698020.22,562.089257279,2004-10-01,4
2004,11,AZ,4020136816.54,7086995.95,567.255413281,2004-11-01,4
2004,12,AZ,4531145171.0,8241093.84,549.823270912,2004-12-01,4
2005,1,AZ,4210706275.8,8200258.08,513.484604353,2005-01-01,1
2005,2,AZ,3181803194.94,6578338.07,483.678880757,2005-02-01,1
2005,3,AZ,3418348521.23,7066505.55,483.739593359,2005-03-01,1
2005,4,AZ,4097449754.44,7449841.43,550.004962246,2005-04-01,2
2005,5,AZ,4481227983.51,8127647.36,551.356104051,2005-05-01,2
2005,6,AZ,4595413008.72,8531344.92,538.650476779,2005-06-01,2
2005,7,AZ,5571349052.64,11084114.55,502.642680885,2005-07-01,3
2005,8,AZ,5350864229.73,10423076.58,513.367064769,2005-08-01,3
2005,9,AZ,4704798724.68,9581739.52,491.017180634,2005-09-01,3
2005,10,AZ,4720721019.1,8046867.92,586.653225333,2005-10-01,4
2005,11,AZ,4298280508.0,7991059.8,537.886164736,2005-11-01,4
2005,12,AZ,4624360398.15,8397860.56,550.65934533,2005-12-01,4
2006,1,AZ,4366484993.07,8067786.57,541.224653774,2006-01-01,1
2006,2,AZ,3756812387.45,7155008.7,525.060491883,2006-02-01,1
2006,3,AZ,4135166424.35,7412943.37,557.83056985,2006-03-01,1
2006,4,AZ,3946707693.71,6360997.93,620.454170421,2006-04-01,2
2006,5,AZ,4410780928.8,7775416.85,567.272599513,2006-05-01,2
2006,6,AZ,4889666923.13,9345388.09,523.217107309,2006-06-01,2
2006,7,AZ,5612761472.23,10761581.16,521.555465576,2006-07-01,3
2006,8,AZ,5606530747.54,11528063.89,486.337584614,2006-08-01,3
2006,9,AZ,5322543397.41,9913232.6,536.912994194,2006-09-01,3
2006,10,AZ,5115342064.81,8619409.5,593.467808301,2006-10-01,4
2006,11,AZ,4494329275.78,8490118.92,529.359991082,2006-11-01,4
2006,12,AZ,4410559295.77,8962764.72,492.09807839,2006-12-01,4
2007,1,AZ,4519156027.91,9120025.88,495.520088142,2007-01-01,1
2007,2,AZ,4057979865.52,7521610.65,539.50942881,2007-02-01,1
2007,3,AZ,4463432353.71,8013964.47,556.956843322,2007-03-01,1
2007,4,AZ,4390322109.72,7936324.37,553.193380844,2007-04-01,2
2007,5,AZ,5170375539.74,9621808.55,537.360051686,2007-05-01,2
2007,6,AZ,5596099319.77,10320365.85,542.238463356,2007-06-01,2
2007,7,AZ,5891716435.26,11710623.53,503.108687609,2007-07-01,3
2007,8,AZ,6103366786.76,12245551.01,498.415039207,2007-08-01,3
2007,9,AZ,5237881845.41,10551326.22,496.419287604,2007-09-01,3
2007,10,AZ,4886511134.91,8431093.37,579.582139642,2007-10-01,4
2007,11,AZ,4950753200.6,8523836.96,580.812751797,2007-11-01,4
2007,12,AZ,5279811362.93,9345525.44,564.956074094,2007-12-01,4
2008,1,AZ,5234685242.18,10069401.45,519.860616162,2008-01-01,1
2008,2,AZ,4199429759.04,9021831.5,465.474195461,2008-02-01,1
2008,3,AZ,4466544824.21,8974908.05,497.670260166,2008-03-01,1
2008,4,AZ,4671824754.16,8972513.34,520.681839874,2008-04-01,2
2008,5,AZ,4642412916.26,8844198.83,524.910509758,2008-05-01,2
2008,6,AZ,5357540463.01,10606343.93,505.126035736,2008-06-01,2
2008,7,AZ,5912767425.79,12275985.7,481.653169879,2008-07-01,3
2008,8,AZ,6064427394.75,12496437.72,485.292491399,2008-08-01,3
2008,9,AZ,5585836431.62,11150172.02,500.9641485,2008-09-01,3
2008,10,AZ,5292593991.25,9759300.46,542.312844342,2008-10-01,4
2008,11,AZ,4484714532.0,8251808.83,543.482601741,2008-11-01,4
2008,12,AZ,4604964801.1,9037044.58,509.565351851,2008-12-01,4
2009,1,AZ,4378966104.34,8987568.29,487.22479352,2009-01-01,1
2009,2,AZ,3790007167.11,8105742.21,467.570651634,2009-02-01,1
2009,3,AZ,3620542176.87,8201170.98,441.466491273,2009-03-01,1
2009,4,AZ,3468939707.86,7283700.13,476.260643073,2009-04-01,2
2009,5,AZ,4646183819.01,9044094.41,513.72570966,2009-05-01,2
2009,6,AZ,4567829626.29,9472613.32,482.214302641,2009-06-01,2
2009,7,AZ,5773842419.06,12237462.63,471.816960234,2009-07-01,3
2009,8,AZ,5819397538.14,12115724.03,480.317769184,2009-08-01,3
2009,9,AZ,5168916646.21,10727510.35,481.837488622,2009-09-01,3
2009,10,AZ,4688109886.65,8912490.92,526.015670449,2009-10-01,4
2009,11,AZ,4246340240.0,7759936.61,547.213263898,2009-11-01,4
2009,12,AZ,4916445067.72,9123765.42,538.861406601,2009-12-01,4
2010,1,AZ,4541983709.39,8642672.42,525.53000839,2010-01-01,1
2010,2,AZ,3568695424.12,7403066.44,482.056382047,2010-02-01,1
2010,3,AZ,3986731324.35,8187957.6,486.901803735,2010-03-01,1
2010,4,AZ,3844905165.5,7732325.91,497.25078977,2010-04-01,2
2010,5,AZ,4400888373.4,8210248.71,536.023758701,2010-05-01,2
2010,6,AZ,4883043608.52,9907205.1,492.878017486,2010-06-01,2
2010,7,AZ,5662978936.48,11877741.93,476.772350322,2010-07-01,3
2010,8,AZ,5657955644.66,11947835.62,473.554861701,2010-08-01,3
2010,9,AZ,5276382220.34,10865886.15,485.591524474,2010-09-01,3
2010,10,AZ,4702473232.14,9049377.35,519.646054117,2010-10-01,4
2010,11,AZ,4340326670.02,8727765.64,497.301010253,2010-11-01,4
2010,12,AZ,4513402987.19,9201546.65,490.504820425,2010-12-01,4
2011,1,AZ,4537105202.65,8946774.44,507.121894386,2011-01-01,1
2011,2,AZ,3648252129.36,7674079.81,475.399294729,2011-02-01,1
2011,3,AZ,3496687754.14,7590352.7,460.675266663,2011-03-01,1
2011,4,AZ,3631610700.04,7310785.08,496.747019683,2011-04-01,2
2011,5,AZ,3786014469.14,7974859.83,474.743700811,2011-05-01,2
2011,6,AZ,4613255920.98,9620696.65,479.513707666,2011-06-01,2
2011,7,AZ,5362081226.13,11282089.86,475.273756251,2011-07-01,3
2011,8,AZ,5891155742.75,11957047.79,492.693166927,2011-08-01,3
2011,9,AZ,5092023839.94,10328387.91,493.012451151,2011-09-01,3
2011,10,AZ,4671173809.66,8796116.96,531.049533664,2011-10-01,4
2011,11,AZ,4371467790.1,7906787.2,552.875356264,2011-11-01,4
2011,12,AZ,4362301381.56,8739295.48,499.159387795,2011-12-01,4
2012,1,AZ,4488875627.33,9124821.43,491.941202551,2012-01-01,1
2012,2,AZ,3914104540.93,8438806.03,463.822077082,2012-02-01,1
2012,3,AZ,3770355980.2,8214703.87,458.976493841,2012-03-01,1
2012,4,AZ,3790073488.13,8003590.07,473.546677801,2012-04-01,2
2012,5,AZ,4223431045.98,9076182.18,465.331233135,2012-05-01,2
2012,6,AZ,4791813105.28,10307068.01,464.905548371,2012-06-01,2
2012,7,AZ,5194087711.89,11122492.39,466.989549623,2012-07-01,3
2012,8,AZ,5638531087.54,11993098.48,470.147985272,2012-08-01,3
2012,9,AZ,4803069626.54,10189168.36,471.389759874,2012-09-01,3
2012,10,AZ,4735874295.04,8607548.3,550.200141781,2012-10-01,4
2012,11,AZ,3758968425.76,7568112.59,496.685056024,2012-11-01,4
2012,12,AZ,4042691200.74,8259418.94,489.464359431,2012-12-01,4
2013,1,AZ,4407724694.94,8809567.78,500.333819435,2013-01-01,1
2013,2,AZ,3318270299.64,7295053.08,454.865819789,2013-02-01,1
2013,3,AZ,3740574510.87,8101919.29,461.689925186,2013-03-01,1
2013,4,AZ,4277417683.64,7891456.96,542.031427824,2013-04-01,2
2013,5,AZ,4597815715.42,9076939.93,506.538079009,2013-05-01,2
2013,6,AZ,5360988189.88,10935134.07,490.253540155,2013-06-01,2
2013,7,AZ,6035487374.16,12350269.56,488.692764545,2013-07-01,3
2013,8,AZ,6026218373.48,12361977.21,487.480139391,2013-08-01,3
2013,9,AZ,5355529494.82,10918422.6,490.503957487,2013-09-01,3
2013,10,AZ,4643290159.33,8604436.99,539.639044917,2013-10-01,4
2013,11,AZ,4142683464.8,7576026.03,546.814840445,2013-11-01,4
2013,12,AZ,5034528855.64,9494030.66,530.283610401,2013-12-01,4
2014,1,AZ,4569129855.79,9396899.88,486.238005527,2014-01-01,1
2014,2,AZ,3652551237.36,8055963.5,453.397192944,2014-02-01,1
2014,3,AZ,3745378506.16,8374820.16,447.218977196,2014-03-01,1
2014,4,AZ,3687891065.85,7730617.85,477.049976781,2014-04-01,2
2014,5,AZ,4388014332.73,9485203.12,462.616801898,2014-05-01,2
2014,6,AZ,5221740721.16,11122373.25,469.480802684,2014-06-01,2
2014,7,AZ,6162127772.85,12853353.0,479.417920978,2014-07-01,3
2014,8,AZ,5993565572.09,12456829.1,481.146969584,2014-08-01,3
2014,9,AZ,5660669937.43,11708822.45,483.453392654,2014-09-01,3
2014,10,AZ,4910383531.66,9809606.46,500.56886091,2014-10-01,4
2014,11,AZ,4139892772.69,8489811.31,487.630716576,2014-11-01,4
2014,12,AZ,4085048630.34,8720591.38,468.43711078,2014-12-01,4
2015,1,AZ,3892163244.72,8741504.91,445.250936171,2015-01-01,1
2015,2,AZ,2880198764.77,7111000.71,405.034239516,2015-02-01,1
2015,3,AZ,3437539046.87,8500412.64,404.396726659,2015-03-01,1
2015,4,AZ,3545434464.49,7984019.51,444.06635781,2015-04-01,2
2015,5,AZ,4297389946.73,9461657.73,454.189960086,2015-05-01,2
2015,6,AZ,5505691181.24,12061716.34,456.460011663,2015-06-01,2
2015,7,AZ,6152968281.91,13147403.95,467.998724715,2015-07-01,3
2015,8,AZ,6169187677.88,13363138.88,461.657080217,2015-08-01,3
2015,9,AZ,5464499570.76,11851901.83,461.065207014,2015-09-01,3
2015,10,AZ,4940908535.71,10049568.19,491.653814601,2015-10-01,4
2015,11,AZ,3780575297.56,8459625.41,446.896300289,2015-11-01,4
2015,12,AZ,4106817210.87,9325704.71,440.37607222,2015-12-01,4
2016,1,AZ,3845966223.39,9037631.72,425.55022627,2016-01-01,1
2016,2,AZ,2912300726.74,7851153.5,370.939216351,2016-02-01,1
2016,3,AZ,2569229045.17,8163058.38,314.738536167,2016-03-01,1
2016,4,AZ,2884526956.42,8055127.53,358.098235649,2016-04-01,2
2016,5,AZ,3670378407.55,9235473.1,397.421806962,2016-05-01,2
2016,6,AZ,4891315903.57,11636042.64,420.35905633,2016-06-01,2
2016,7,AZ,5633698925.9,12986846.9,433.800365037,2016-07-01,3
2016,8,AZ,5716996176.97,12803698.82,446.511297816,2016-08-01,3
2016,9,AZ,4967417153.41,11022765.59,450.650711281,2016-09-01,3
2016,10,AZ,4400627875.8,9331121.92,471.60758519,2016-10-01,4
2016,11,AZ,3167747259.58,7706011.1,411.074837354,2016-11-01,4
2016,12,AZ,3749552227.1,8618790.49,435.04389989,2016-12-01,4
2017,1,AZ,3638625117.76,8442809.93,430.973236153,2017-01-01,1
2017,2,AZ,2942185387.61,7199133.11,408.68606576,2017-02-01,1
2017,3,AZ,2681211834.94,7989843.2,335.577528598,2017-03-01,1
2017,4,AZ,2848330681.51,7914729.83,359.877183769,2017-04-01,2
2017,5,AZ,3635298756.8,9346777.58,388.936050492,2017-05-01,2
2017,6,AZ,4492611660.91,11405204.04,393.908924834,2017-06-01,2
2001,1,AR,2448364153.12,3903323.0,627.251230073,2001-01-01,1
2001,2,AR,1737111447.41,3372020.0,515.154550511,2001-02-01,1
2001,3,AR,1595514760.01,3125261.0,510.5220844,2001-03-01,1
2001,4,AR,1834062552.41,3349774.0,547.518295984,2001-04-01,2
2001,5,AR,2154834830.04,3690531.0,583.882056549,2001-05-01,2
2001,6,AR,2631460575.59,4132866.0,636.715677592,2001-06-01,2
2001,7,AR,2883546961.47,4564078.0,631.791779515,2001-07-01,3
2001,8,AR,2843057727.45,4538995.0,626.362824249,2001-08-01,3
2001,9,AR,2711735778.1,4220271.0,642.550153319,2001-09-01,3
2001,10,AR,2441960067.04,4087246.0,597.458549604,2001-10-01,4
2001,11,AR,2154389749.06,3626715.0,594.033374297,2001-11-01,4
2001,12,AR,2894984073.87,4580956.0,631.960681105,2001-12-01,4
2002,1,AR,2569137194.86,4225011.0,608.078226272,2002-01-01,1
2002,2,AR,2048771925.19,3760693.0,544.785741667,2002-02-01,1
2002,3,AR,1285792803.53,3131356.0,410.618531884,2002-03-01,1
2002,4,AR,2415307337.28,3795037.0,636.438416089,2002-04-01,2
2002,5,AR,1822061405.11,3498511.0,520.810540574,2002-05-01,2
2002,6,AR,2156192726.08,4120910.0,523.232180776,2002-06-01,2
2002,7,AR,2503081624.87,4755258.0,526.381875572,2002-07-01,3
2002,8,AR,2801177112.86,4927186.0,568.514586796,2002-08-01,3
2002,9,AR,2641627791.57,4528195.0,583.373240677,2002-09-01,3
2002,10,AR,2398566853.34,3667881.0,653.938023982,2002-10-01,4
2002,11,AR,2104086194.24,3548753.0,592.908605992,2002-11-01,4
2002,12,AR,1983110040.23,3652850.0,542.893915771,2002-12-01,4
2003,1,AR,1946560713.59,3934355.0,494.759805253,2003-01-01,1
2003,2,AR,1804867649.13,3640880.0,495.722915648,2003-02-01,1
2003,3,AR,1596400500.91,3575540.0,446.478154603,2003-03-01,1
2003,4,AR,1515040606.05,3461058.0,437.739155498,2003-04-01,2
2003,5,AR,1942190915.99,4017478.0,483.435358199,2003-05-01,2
2003,6,AR,2696437141.53,4975780.0,541.912452224,2003-06-01,2
2003,7,AR,3024858167.1,5307825.0,569.886566926,2003-07-01,3
2003,8,AR,2999853089.2,5192639.0,577.712621502,2003-08-01,3
2003,9,AR,2778493781.47,4324691.0,642.472209338,2003-09-01,3
2003,10,AR,2396859097.2,3875779.0,618.419960787,2003-10-01,4
2003,11,AR,2625756363.25,4029835.0,651.579125014,2003-11-01,4
2003,12,AR,2651126652.01,4065243.0,652.144693936,2003-12-01,4
2004,1,AR,2693713682.6,4518173.13,596.195321669,2004-01-01,1
2004,2,AR,2206492291.67,3941515.24,559.808134007,2004-02-01,1
2004,3,AR,1840146436.95,3847579.11,478.260845156,2004-03-01,1
2004,4,AR,1633058806.92,3366895.17,485.034051986,2004-04-01,2
2004,5,AR,2196147177.51,4021320.84,546.125829023,2004-05-01,2
2004,6,AR,2777283826.72,4863283.95,571.071698727,2004-06-01,2
2004,7,AR,2897247439.47,5323916.41,544.194764971,2004-07-01,3
2004,8,AR,2818234086.89,4946995.36,569.686017835,2004-08-01,3
2004,9,AR,2619643081.67,4334321.08,604.395252064,2004-09-01,3
2004,10,AR,2035385424.26,3998826.7,508.995657216,2004-10-01,4
2004,11,AR,2206996315.19,4091930.61,539.353309119,2004-11-01,4
2004,12,AR,2568444442.76,4672874.65,549.649762756,2004-12-01,4
2005,1,AR,2507087684.69,4577276.79,547.72472798,2005-01-01,1
2005,2,AR,2213390779.65,4120194.83,537.205367943,2005-02-01,1
2005,3,AR,1782962582.02,3229689.64,552.053844412,2005-03-01,1
2005,4,AR,1637489292.03,3327254.55,492.144279143,2005-04-01,2
2005,5,AR,2173969468.26,4112609.31,528.610744273,2005-05-01,2
2005,6,AR,2530156089.05,4624430.95,547.128093469,2005-06-01,2
2005,7,AR,2552830652.06,4919105.5,518.962370712,2005-07-01,3
2005,8,AR,2592324045.62,4782067.13,542.09277602,2005-08-01,3
2005,9,AR,2295355703.66,4167669.57,550.752804441,2005-09-01,3
2005,10,AR,2234065187.92,3503378.17,637.688847596,2005-10-01,4
2005,11,AR,1876203933.24,3159590.95,593.812288658,2005-11-01,4
2005,12,AR,1983601091.04,3271241.49,606.375621338,2005-12-01,4
2006,1,AR,1964818834.85,3702025.94,530.741509297,2006-01-01,1
2006,2,AR,1962900878.32,3656556.04,536.816845373,2006-02-01,1
2006,3,AR,1898476082.98,3752098.95,505.977083302,2006-03-01,1
2006,4,AR,1947643468.72,3974240.28,490.066863477,2006-04-01,2
2006,5,AR,2238378338.84,4527835.7,494.359443926,2006-05-01,2
2006,6,AR,3009720960.25,5356178.25,561.915757799,2006-06-01,2
2006,7,AR,3261409355.86,5633239.12,578.958089012,2006-07-01,3
2006,8,AR,3258096162.56,5617530.99,579.987216512,2006-08-01,3
2006,9,AR,2681830687.29,4534951.99,591.369146399,2006-09-01,3
2006,10,AR,2374184908.22,3730908.18,636.355759424,2006-10-01,4
2006,11,AR,1688950214.16,3398175.31,497.016798747,2006-11-01,4
2006,12,AR,2367495231.4,4284962.22,552.512509993,2006-12-01,4
2007,1,AR,2694978466.55,4596785.97,586.274515312,2007-01-01,1
2007,2,AR,2327798938.61,4309040.1,540.212874466,2007-02-01,1
2007,3,AR,2049147859.64,3916186.85,523.25078913,2007-03-01,1
2007,4,AR,1915005103.96,3802723.38,503.587800794,2007-04-01,2
2007,5,AR,2485988012.98,4260248.31,583.531247967,2007-05-01,2
2007,6,AR,2618196963.71,4965318.74,527.296856618,2007-06-01,2
2007,7,AR,2961024221.1,5282360.37,560.549453974,2007-07-01,3
2007,8,AR,3500219537.41,6265652.26,558.636099191,2007-08-01,3
2007,9,AR,2737563609.78,4963271.26,551.564374859,2007-09-01,3
2007,10,AR,1849311053.69,3831658.59,482.639830834,2007-10-01,4
2007,11,AR,1875419763.96,3764222.27,498.222376216,2007-11-01,4
2007,12,AR,2617125803.03,4638767.46,564.185600076,2007-12-01,4
2008,1,AR,2819985211.52,5095796.99,553.394339895,2008-01-01,1
2008,2,AR,2169845737.36,3895549.0,557.006403299,2008-02-01,1
2008,3,AR,2089688406.47,3743266.89,558.252582003,2008-03-01,1
2008,4,AR,1743327399.64,3548691.77,491.259177361,2008-04-01,2
2008,5,AR,2139591579.43,4396960.4,486.60697045,2008-05-01,2
2008,6,AR,2557397610.34,5129395.47,498.576806038,2008-06-01,2
2008,7,AR,3162014145.94,5966353.1,529.974356687,2008-07-01,3
2008,8,AR,3035149368.84,5734029.48,529.32224702,2008-08-01,3
2008,9,AR,2166276183.67,4266776.59,507.707900327,2008-09-01,3
2008,10,AR,2258721275.06,4645969.3,486.16792949,2008-10-01,4
2008,11,AR,2590367560.8,4231131.35,612.216295483,2008-11-01,4
2008,12,AR,2628012746.4,4396607.58,597.736481727,2008-12-01,4
2009,1,AR,2507813675.08,4680743.47,535.772509465,2009-01-01,1
2009,2,AR,2083329965.66,4355974.1,478.269594317,2009-02-01,1
2009,3,AR,1882423342.76,4190724.01,449.188096919,2009-03-01,1
2009,4,AR,1851361769.35,4248267.75,435.792157721,2009-04-01,2
2009,5,AR,1997836320.78,4188960.93,476.928850415,2009-05-01,2
2009,6,AR,2987506289.89,5862029.43,509.636863063,2009-06-01,2
2009,7,AR,3200782194.47,6157818.22,519.791601525,2009-07-01,3
2009,8,AR,3129218322.41,6026768.25,519.219952154,2009-08-01,3
2009,9,AR,2722038402.54,4426765.29,614.904614141,2009-09-01,3
2009,10,AR,2060899513.12,4331355.36,475.80938109,2009-10-01,4
2009,11,AR,2200553830.11,4246314.23,518.2267988,2009-11-01,4
2009,12,AR,2342850994.34,4742018.02,494.062018419,2009-12-01,4
2010,1,AR,2679933755.19,5492422.2,487.932947905,2010-01-01,1
2010,2,AR,2255499516.89,4584080.36,492.028790894,2010-02-01,1
2010,3,AR,1963937728.11,4053051.22,484.557835938,2010-03-01,1
2010,4,AR,2236409130.28,3909722.94,572.012176976,2010-04-01,2
2010,5,AR,2757948315.66,5137807.81,536.794761044,2010-05-01,2
2010,6,AR,3137704377.95,6049216.07,518.696032946,2010-06-01,2
2010,7,AR,3208644899.49,6219671.99,515.886513734,2010-07-01,3
2010,8,AR,3454073978.78,6236927.01,553.810229499,2010-08-01,3
2010,9,AR,3222631039.78,5525267.63,583.25338347,2010-09-01,3
2010,10,AR,2030078138.16,4180173.13,485.644511609,2010-10-01,4
2010,11,AR,2357155091.55,4212488.05,559.563626905,2010-11-01,4
2010,12,AR,3110550033.07,5399356.15,576.096472739,2010-12-01,4
2011,1,AR,3304215451.17,5727927.75,576.860532357,2011-01-01,1
2011,2,AR,2786933018.49,4666783.67,597.184959827,2011-02-01,1
2011,3,AR,2562657948.07,4116679.01,622.506137069,2011-03-01,1
2011,4,AR,1858121947.76,3794026.76,489.749299439,2011-04-01,2
2011,5,AR,2696841024.12,4847059.38,556.387040614,2011-05-01,2
2011,6,AR,3265115250.84,6009322.77,543.341633626,2011-06-01,2
2011,7,AR,3719504391.32,6680386.49,556.779820583,2011-07-01,3
2011,8,AR,3780514425.4,6681737.21,565.798131023,2011-08-01,3
2011,9,AR,2809653941.99,5055664.23,555.743778496,2011-09-01,3
2011,10,AR,2743015075.81,4546582.48,603.313607062,2011-10-01,4
2011,11,AR,2361188781.33,3976477.01,593.78911921,2011-11-01,4
2011,12,AR,2870542590.19,5204889.2,551.508875576,2011-12-01,4
2012,1,AR,3320971451.09,5896278.06,563.23182477,2012-01-01,1
2012,2,AR,3172154488.35,5770137.28,549.753729318,2012-02-01,1
2012,3,AR,2719482971.63,5009514.04,542.863629069,2012-03-01,1
